Subject,Dataset,Tweet ID,URL,Content,Author ID,Author Username,Author Blue Verified (T/F),Followers,Author Location,Likes,Views,Date,Original User Sentiment
Keir Starmer (UK PM),codomain,1974111306715443518,https://x.com/DC_smee/status/1974111306715443518,RT @ReformYorkshire: Reformuk https://t.co/CVBH9t3Com,1762076047669874688,DC_smee,False,6,,17140,70956,"October 3, 2025 at 01:56 PM",Negative
Keir Starmer (UK PM),codomain,1974056563951194132,https://x.com/latheron_pamela/status/1974056563951194132,"RT @WiganCouncil: RESULT: Wigan Central (Wigan Council by-election) 
Turnout: 30.9% 
LAB: 970
LIB DEM: 109 
IND: 196
CON: 151
RFM: 1,391
GR…",1638617216,latheron_pamela,False,316,,8335,368714,"October 3, 2025 at 10:18 AM",Negative
Keir Starmer (UK PM),codomain,1975990577322918100,https://x.com/thefool1/status/1975990577322918100,"RT @LeoDaVinciWave: 900-year-old door of St Helen's Church, Yorkshire, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿. https://t.co/Jl4ycrWjUM",958229828,thefool1,False,1906,,10649,134797,"October 8, 2025 at 06:24 PM",Negative
Keir Starmer (UK PM),codomain,1975987686423888075,https://x.com/thefool1/status/1975987686423888075,"RT @jk_rowling: SNP ministers have failed to pay their £250k bill, six months after the Supreme Court ruling. The rumour is that they’re tr…",958229828,thefool1,False,1906,,25983,952230,"October 8, 2025 at 06:12 PM",Negative
Keir Starmer (UK PM),codomain,1976321720110972986,https://x.com/MLeCraquepot/status/1976321720110972986,"RT @Osint613: Instead of helping for a real push for a ceasefire, these three men pushed for a Palestinian state. 

They did absolutely not…",865991759247093760,MLeCraquepot,False,5568,"Ealing, United Kingdom",16900,245541,"October 9, 2025 at 04:19 PM",Negative
Keir Starmer (UK PM),codomain,1976319545955713113,https://x.com/MLeCraquepot/status/1976319545955713113,"RT @Never_Again2020: Good news - the ghastly Dr Rahmeh Aladwan (@doctor_rahmeh), the face of NHS antisemitism, has been re-referred to a me…",865991759247093760,MLeCraquepot,False,5568,"Ealing, United Kingdom",6170,114909,"October 9, 2025 at 04:11 PM",Negative
Keir Starmer (UK PM),codomain,1975968955186741664,https://x.com/MLeCraquepot/status/1975968955186741664,"RT @andie1105: On Friday, I was being stared at by a man on a train from Stevenage to London Bridge. At London Bridge, he came very close t…",865991759247093760,MLeCraquepot,False,5568,"Ealing, United Kingdom",33873,1603610,"October 8, 2025 at 04:58 PM",Negative
Keir Starmer (UK PM),codomain,1975967095042236567,https://x.com/MLeCraquepot/status/1975967095042236567,"RT @robprogressive: ANOTHER Billionaire has QUIT the U.K.

The richest people in the U.K., now GONE

All in the last year. Labour. Wake up.…",865991759247093760,MLeCraquepot,False,5568,"Ealing, United Kingdom",1077,36037,"October 8, 2025 at 04:50 PM",Negative
Keir Starmer (UK PM),codomain,1975660122866393249,https://x.com/MLeCraquepot/status/1975660122866393249,RT @Iromg: This is funny. Manchester answers @GNev2 - have some British flags outside your hotel mate. Brilliant… https://t.co/3LK8al8RvT,865991759247093760,MLeCraquepot,False,5568,"Ealing, United Kingdom",21248,3213210,"October 7, 2025 at 08:30 PM",Negative
Keir Starmer (UK PM),codomain,1976321939649298907,https://x.com/MrMarkW67/status/1976321939649298907,RT @Suffragent_: Three Epping protesters have been jailed - getting LONGER sentences than the migrant who sparked the disorder by assaultin…,1591031068039254017,MrMarkW67,False,4896, England,31456,27033351,"October 9, 2025 at 04:20 PM",Negative
Keir Starmer (UK PM),codomain,1976301045832642835,https://x.com/MrMarkW67/status/1976301045832642835,RT @PatrickChristys: There is a big problem in the NHS…and it’s not just the healthcare. https://t.co/OluqVaINzS,1591031068039254017,MrMarkW67,False,4896, England,2220,33757,"October 9, 2025 at 02:57 PM",Negative
Keir Starmer (UK PM),codomain,1976018905505333398,https://x.com/MrMarkW67/status/1976018905505333398,RT @PatrickChristys: I can’t believe what I’ve just heard - a Manchester police chief saying Mr Jihadi Jihad called 999 to say he was a mem…,1591031068039254017,MrMarkW67,False,4896, England,12374,213292,"October 8, 2025 at 08:16 PM",Negative
Keir Starmer (UK PM),codomain,1975989604315693513,https://x.com/MrMarkW67/status/1975989604315693513,"RT @simonsquibb: I wish I didn’t have to write this.

But if you’re a parent in England… this affects you.

The government’s new ‘Children’…",1591031068039254017,MrMarkW67,False,4896, England,3376,356461,"October 8, 2025 at 06:20 PM",Negative
Keir Starmer (UK PM),codomain,1975967740562481342,https://x.com/MrMarkW67/status/1975967740562481342,"RT @Suffragent_: Police arrest two Afghans behind the UK’s biggest phone-snatching gang. 

Officers found more than 40,000 stolen devices w…",1591031068039254017,MrMarkW67,False,4896, England,39297,927699,"October 8, 2025 at 04:53 PM",Negative
Keir Starmer (UK PM),codomain,1975954265886908859,https://x.com/MrMarkW67/status/1975954265886908859,"RT @Nigel_Farage: A video from the English Channel this morning as hundreds of young men cross.

Today we will go through 35,000 for the ye…",1591031068039254017,MrMarkW67,False,4896, England,12998,385295,"October 8, 2025 at 03:59 PM",Negative
Keir Starmer (UK PM),codomain,1976298175997555051,https://x.com/thedeedardingle/status/1976298175997555051,RT @BladeoftheS: Charlotte Church sang From the River to the Sea at a fundraising event for Palestinians and now all the usual people are s…,718515005306626048,thedeedardingle,False,279, D E E      D A R      L A N D,2408,42811,"October 9, 2025 at 02:46 PM",Negative
Keir Starmer (UK PM),codomain,1975900741547282843,https://x.com/thedeedardingle/status/1975900741547282843,"RT @NizMhani: They said 40 babies were beheaded. It was a lie.

They said babies were put in ovens. It was a lie.

They said babies were to…",718515005306626048,thedeedardingle,False,279, D E E      D A R      L A N D,26596,596618,"October 8, 2025 at 12:27 PM",Negative
Keir Starmer (UK PM),codomain,1975659259477012814,https://x.com/thedeedardingle/status/1975659259477012814,"RT @BladeoftheS: Conservative MP Mel Stride claims PIP benefit is thousands of pounds per month.

No it is an absolute maximum of £720 a mo…",718515005306626048,thedeedardingle,False,279, D E E      D A R      L A N D,11040,343535,"October 7, 2025 at 08:27 PM",Negative
Keir Starmer (UK PM),codomain,1976205841482105323,https://x.com/CliffCliffybabe/status/1976205841482105323,"RT @HoodedClaw1974: Morning all. What's happening on the Labour farm today?

Brilliant 😂🤣😂👇 https://t.co/9sjHmJUY18",346532928,CliffCliffybabe,True,2483,United Kingdom,4136,98353,"October 9, 2025 at 08:39 AM",Negative
Keir Starmer (UK PM),codomain,1976325909788680279,https://x.com/CliffCliffybabe/status/1976325909788680279,RT @Councillorsuzie: This is very serious 👇,346532928,CliffCliffybabe,True,2483,United Kingdom,3948,65062,"October 9, 2025 at 04:36 PM",Negative
Keir Starmer (UK PM),codomain,1976325735465005193,https://x.com/CliffCliffybabe/status/1976325735465005193,"RT @SBarrettBar: The Prime Minister sided with China

Against Britain.

I suggest he goes. Now.",346532928,CliffCliffybabe,True,2483,United Kingdom,7283,109658,"October 9, 2025 at 04:35 PM",Negative
Keir Starmer (UK PM),codomain,1976325696789283154,https://x.com/CliffCliffybabe/status/1976325696789283154,"RT @RupertLowe10: Restore Britain has today published the most comprehensive deportation policy ever produced in Britain.

Never let anyone…",346532928,CliffCliffybabe,True,2483,United Kingdom,10786,271594,"October 9, 2025 at 04:35 PM",Negative
Keir Starmer (UK PM),codomain,1976325212254896442,https://x.com/CliffCliffybabe/status/1976325212254896442,"RT @NiohBerg: Gaza right now.

All well fed and with fresh haircuts. There was never a genocide or a famine at any point in the past 2 year…",346532928,CliffCliffybabe,True,2483,United Kingdom,15673,421151,"October 9, 2025 at 04:33 PM",Negative
Keir Starmer (UK PM),codomain,1976324362619023416,https://x.com/CliffCliffybabe/status/1976324362619023416,RT @AlexWilsonAM: Sadiq Khan derailed my important question on anti-semitic hate marches to score political points against Reform UK. This…,346532928,CliffCliffybabe,True,2483,United Kingdom,503,11514,"October 9, 2025 at 04:30 PM",Negative
Keir Starmer (UK PM),codomain,1976324202690236901,https://x.com/CliffCliffybabe/status/1976324202690236901,"RT @TheGriftReport: SADIQ KHAN HAS BEEN EXPOSED!!!

Susan Hall calls out Sadiq Khan for failing to call out antisemitic protests in Londons…",346532928,CliffCliffybabe,True,2483,United Kingdom,4855,122606,"October 9, 2025 at 04:29 PM",Negative
Keir Starmer (UK PM),codomain,1976282252255560072,https://x.com/CliffCliffybabe/status/1976282252255560072,RT @CityHallTories: Our Jewish community are let down by a Mayor who cannot bring himself to condemn antisemitism at hate marches. When pre…,346532928,CliffCliffybabe,True,2483,United Kingdom,1832,58808,"October 9, 2025 at 01:43 PM",Negative
Keir Starmer (UK PM),codomain,1976281799979659618,https://x.com/CliffCliffybabe/status/1976281799979659618,"RT @Osint613: Instead of helping for a real push for a ceasefire, these three men pushed for a Palestinian state. 

They did absolutely not…",346532928,CliffCliffybabe,True,2483,United Kingdom,16909,245960,"October 9, 2025 at 01:41 PM",Negative
Keir Starmer (UK PM),codomain,1976281207173415423,https://x.com/CliffCliffybabe/status/1976281207173415423,RT @jomickane: What vile arogant piece of shit he is 🤬 https://t.co/cM1VqR6apD,346532928,CliffCliffybabe,True,2483,United Kingdom,2421,113152,"October 9, 2025 at 01:38 PM",Negative
Keir Starmer (UK PM),codomain,1976280809494675915,https://x.com/CliffCliffybabe/status/1976280809494675915,"RT @visegrad24: BREAKING:

Meloni introduces new bill to combat “Islamist &amp; cultural separatism”

- Full burqa and niqab ban in all public…",346532928,CliffCliffybabe,True,2483,United Kingdom,42823,873638,"October 9, 2025 at 01:37 PM",Negative
Keir Starmer (UK PM),codomain,1976280282715332848,https://x.com/CliffCliffybabe/status/1976280282715332848,"RT @TheBritishIntel: 🚨🇬🇧 JUDGE WHO JAILED EPPING PROTESTERS LONGER THAN MIGRANT RAPIST EXPOSED

Meet Judge Jamie Sawyer — the man who hande…",346532928,CliffCliffybabe,True,2483,United Kingdom,3560,59882,"October 9, 2025 at 01:35 PM",Negative
Keir Starmer (UK PM),codomain,1976280197973540988,https://x.com/CliffCliffybabe/status/1976280197973540988,"RT @Suffragent_: NEW‼️Bankrupt Birmingham Council is spending thousands on a taskforce to tear down 'unauthorised' flags.

Patrol officers…",346532928,CliffCliffybabe,True,2483,United Kingdom,3390,61568,"October 9, 2025 at 01:34 PM",Negative
Keir Starmer (UK PM),codomain,1976279894272430541,https://x.com/CliffCliffybabe/status/1976279894272430541,"RT @EssexPR: Just so we are clear, Keir Starmer &amp; Britain had no part in this Israel - Hamas peace deal…you know why, because this Labour G…",346532928,CliffCliffybabe,True,2483,United Kingdom,9242,101500,"October 9, 2025 at 01:33 PM",Negative
Keir Starmer (UK PM),codomain,1976048517144772886,https://x.com/CliffCliffybabe/status/1976048517144772886,"RT @TRobinsonNewEra: Another Muslim rapist absconds after being found guilty.

Bail for foreign rapists.

Straight to prison for Brits for…",346532928,CliffCliffybabe,True,2483,United Kingdom,11538,136744,"October 8, 2025 at 10:14 PM",Negative
Keir Starmer (UK PM),codomain,1976040881385029994,https://x.com/CliffCliffybabe/status/1976040881385029994,"RT @KieraDiss: This is our now Home Secretary and Mayor of London in their native Pakistan in 2010.

They do not care for Britain, their lo…",346532928,CliffCliffybabe,True,2483,United Kingdom,18739,392724,"October 8, 2025 at 09:43 PM",Negative
Keir Starmer (UK PM),codomain,1976007895696429475,https://x.com/CliffCliffybabe/status/1976007895696429475,"RT @NickTenconi: We're tracking the illegals, documenting where they cross from France into Britain and disrupting the crossings.

For all…",346532928,CliffCliffybabe,True,2483,United Kingdom,6095,92022,"October 8, 2025 at 07:32 PM",Negative
Keir Starmer (UK PM),codomain,1974039892310077895,https://x.com/jadekuzco/status/1974039892310077895,"RT @alexharmstrong: The government have responded to the “Do not introduce Digital ID” petition of over 2 million people.

The first line i…",1708073290525290496,jadekuzco,False,10,,15468,338231,"October 3, 2025 at 09:12 AM",Negative
Keir Starmer (UK PM),codomain,1973433920583770166,https://x.com/jadekuzco/status/1973433920583770166,"RT @recusant_raja: Oldham Rape Gang Cover Up Continues
How The Labour Government Is Trying To Exclude Oldham From The National Inquiry

Ins…",1708073290525290496,jadekuzco,False,10,,3689,65011,"October 1, 2025 at 05:04 PM",Negative
Keir Starmer (UK PM),codomain,1976324077624361028,https://x.com/TheRealBelindaO/status/1976324077624361028,RT @TexasRepublic71: This is done on purpose and needs investigated @HarmeetKDhillon,1595080054094143488,TheRealBelindaO,True,8694,Driving 💩 you can't. ,7238,99700,"October 9, 2025 at 04:29 PM",Negative
Keir Starmer (UK PM),codomain,1976323889262461400,https://x.com/TheRealBelindaO/status/1976323889262461400,"RT @Sassafrass_84: I used to really like Rand Paul. Maybe he has a grudge against President Trump? 

Why would he defend Obama using drone…",1595080054094143488,TheRealBelindaO,True,8694,Driving 💩 you can't. ,1017,15328,"October 9, 2025 at 04:28 PM",Negative
Keir Starmer (UK PM),codomain,1976309855993626734,https://x.com/TheRealBelindaO/status/1976309855993626734,"RT @Osint613: Instead of helping for a real push for a ceasefire, these three men pushed for a Palestinian state. 

They did absolutely not…",1595080054094143488,TheRealBelindaO,True,8694,Driving 💩 you can't. ,16922,245960,"October 9, 2025 at 03:32 PM",Negative
Keir Starmer (UK PM),codomain,1976221199123480663,https://x.com/Stevenpnorman77/status/1976221199123480663,"RT @HoodedClaw1974: Morning all. What's happening on the Labour farm today?

Brilliant 😂🤣😂👇 https://t.co/9sjHmJUY18",1961481291217682432,Stevenpnorman77,False,183,"England, United Kingdom",4137,98402,"October 9, 2025 at 09:40 AM",Negative
Keir Starmer (UK PM),codomain,1976235852713033908,https://x.com/malma421/status/1976235852713033908,"RT @TrussellUK: We see comments like this all the time. 

But the thing is, lots of people who need food banks HAVE JOBS.

Bills are rising…",1892940359979659264,malma421,False,186,"Newcastle Upon Tyne, England",57,1568,"October 9, 2025 at 10:38 AM",Negative
Keir Starmer (UK PM),codomain,1976190639508255075,https://x.com/malma421/status/1976190639508255075,"RT @LizWebsterSBF: 🚨 Downing Street has BLOCKED a report warning that Amazon rainforest collapse could send UK food prices soaring.

They d…",1892940359979659264,malma421,False,186,"Newcastle Upon Tyne, England",2691,55907,"October 9, 2025 at 07:38 AM",Negative
Keir Starmer (UK PM),codomain,1976276227519365456,https://x.com/malma421/status/1976276227519365456,RT @ZackPolanski: Latest poll puts Greens just two points behind Labour. When I said we weren't here to be disappointed in Labour but to re…,1892940359979659264,malma421,False,186,"Newcastle Upon Tyne, England",6970,131023,"October 9, 2025 at 01:19 PM",Negative
